0.226667,233.956,0.725705
0.495025,490.072,0.659937
0.765495,735.721,0.584088
1.04854,981.369,0.491809
1.33335,1221.68,0.406036
1.62557,1461.99,0.324766
1.93047,1707.64,0.224283
2.24112,1953.28,0.108195
2.55856,2198.93,0.00430531
2.88161,2444.58,-0.0880725
3.21277,2690.23,-0.201171
3.55219,2935.88,-0.33005
3.90075,3181.53,-0.447075
4.25262,3421.84,-0.551564
4.61652,3662.14,-0.68676
5.00181,3907.79,-0.850164
5.40407,4153.44,-1.00545
5.82684,4399.09,-1.16006
6.27726,4644.74,-1.36044
6.74118,4879.71,-1.59419
6.508458,4756.92,-1.50699
6.266346,4501.35,-1.33663
6.002536,4256.22,-1.15618
5.71373,4011.1,-0.968337
5.4168,3771.3,-0.815952
5.1104,3531.5,-0.688381
4.78847,3286.37,-0.54393
4.46003,3041.25,-0.397642
4.12639,2796.12,-0.282943
3.78714,2550.99,-0.184105
3.44227,2305.87,-0.0712985
3.09185,2060.74,0.0473143
2.73639,1815.61,0.143323
2.38328,1575.81,0.227216
2.02571,1336.01,0.326671
1.65584,1090.89,0.431405
1.28117,845.761,0.521066
0.90143,600.634,0.602872
0.51595,355.506,0.691348
0.1249,110.734,0.76938
